Pool Price

""

Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
"09/11/2020 11","36.66","40.23","9163.0"
"09/11/2020 12","38.60","40.23","9367.0"
"09/11/2020 13","39.54","40.24","9482.0"
"09/11/2020 14","39.73","40.24","9544.0"
"09/11/2020 15","39.80","40.24","9563.0"
"09/11/2020 16","186.39","40.45","9478.0"
"09/11/2020 17","167.63","40.63","9493.0"
"09/11/2020 18","60.51","40.67","9552.0"
"09/11/2020 19","37.13","40.67","9367.0"
"09/11/2020 20","30.79","40.67","9170.0"
"09/11/2020 21","35.63","40.68","9217.0"
"09/11/2020 22","29.90","40.68","9133.0"
"09/11/2020 23","26.98","40.68","8910.0"
"09/11/2020 24","26.48","40.70","8608.0"
"09/12/2020 01","23.54","40.72","8365.0"
"09/12/2020 02","26.57","40.75","8209.0"
"09/12/2020 03","29.98","40.76","8106.0"
"09/12/2020 04","29.58","40.77","8072.0"
"09/12/2020 05","31.80","40.78","8065.0"
"09/12/2020 06","31.93","40.79","8083.0"
"09/12/2020 07","33.54","40.79","8208.0"
"09/12/2020 08","35.85","40.80","8340.0"
"09/12/2020 09","35.80","40.80","8585.0"
"09/12/2020 10","36.63","40.81","8827.0"
"09/12/2020 11","36.85","40.82","9016.0"
"09/12/2020 12","36.83","40.82","9131.0"
"09/12/2020 13","150.45","40.98","9127.0"
"09/12/2020 14","128.96","41.11","9063.0"
"09/12/2020 15","39.99","41.12","9123.0"
"09/12/2020 16","35.99","41.12","9146.0"
"09/12/2020 17","35.56","41.12","9195.0"
"09/12/2020 18","32.03","41.11","9245.0"
"09/12/2020 19","31.76","41.10","9135.0"
"09/12/2020 20","31.95","41.09","9072.0"
"09/12/2020 21","35.89","41.10","9139.0"
"09/12/2020 22","35.75","41.10","8994.0"
"09/12/2020 23","35.23","41.11","8724.0"
"09/12/2020 24","32.22","41.12","8490.0"
"09/13/2020 01","31.87","41.13","8327.0"
"09/13/2020 02","32.21","41.15","8209.0"
"09/13/2020 03","33.93","41.17","8112.0"
"09/13/2020 04","31.85","41.19","8045.0"
"09/13/2020 05","31.90","41.21","8068.0"
"09/13/2020 06","31.94","41.23","8139.0"
"09/13/2020 07","31.80","41.24","8213.0"
"09/13/2020 08","28.19","41.24","8313.0"
"09/13/2020 09","29.96","41.23","8457.0"
"09/13/2020 10","31.84","41.23","8665.0"
"09/13/2020 11","31.94","41.23","8820.0"
"09/13/2020 12","35.16","41.23","8917.0"
"09/13/2020 13","34.66","41.22","9036.0"
"09/13/2020 14","34.54","41.22","8970.0"
"09/13/2020 15","34.52","41.22","8948.0"
"09/13/2020 16","34.47","41.22","8990.0"
"09/13/2020 17","34.69","41.22","9117.0"
"09/13/2020 18","36.23","41.22","9202.0"
"09/13/2020 19","35.59","41.22","9083.0"
"09/13/2020 20","34.99","41.22","9068.0"
"09/13/2020 21","36.59","41.22","9175.0"
"09/13/2020 22","35.50","41.22","9028.0"
"09/13/2020 23","33.32","41.22","8719.0"
"09/13/2020 24","31.27","41.22","8458.0"
"09/14/2020 01","31.56","41.23","8284.0"
"09/14/2020 02","31.67","41.24","8196.0"
"09/14/2020 03","31.90","41.25","8158.0"
"09/14/2020 04","31.85","41.27","8128.0"
"09/14/2020 05","34.44","41.28","8162.0"
"09/14/2020 06","35.64","41.30","8311.0"
"09/14/2020 07","36.56","41.32","8723.0"
"09/14/2020 08","37.80","41.34","9179.0"
"09/14/2020 09","38.56","41.36","9336.0"
"09/14/2020 10","36.44","41.37","9377.0"
"09/14/2020 11","102.74","41.46","9435.0"
"09/14/2020 12","74.31","41.51","9500.0"
"09/14/2020 13","36.74","41.50","9530.0"
"09/14/2020 14","36.65","41.50","9478.0"
"09/14/2020 15","36.80","41.50","9428.0"
"09/14/2020 16","36.62","41.50","9399.0"
"09/14/2020 17","36.82","41.50","9466.0"
"09/14/2020 18","173.38","41.69","9415.0"
"09/14/2020 19","38.06","41.69","9271.0"
"09/14/2020 20","36.79","41.70","9208.0"
"09/14/2020 21","36.83","41.70","9255.0"
"09/14/2020 22","36.77","41.70","9058.0"
"09/14/2020 23","34.84","41.71","8729.0"
"09/14/2020 24","34.56","41.71","8503.0"
"09/15/2020 01","34.28","41.72","8317.0"
"09/15/2020 02","34.34","41.73","8262.0"
"09/15/2020 03","34.57","41.74","8255.0"
"09/15/2020 04","33.69","41.75","8226.0"
"09/15/2020 05","34.36","41.76","8286.0"
"09/15/2020 06","34.66","41.78","8394.0"
"09/15/2020 07","42.23","41.80","8754.0"
"09/15/2020 08","59.63","41.86","9135.0"
"09/15/2020 09","51.09","41.90","9256.0"
"09/15/2020 10","36.54","41.91","9353.0"
"09/15/2020 11","139.03","42.06","9384.0"
"09/15/2020 12","41.95","42.07","9486.0"
"09/15/2020 13","34.93","42.07","9466.0"
"09/15/2020 14","37.21","42.07","9448.0"
"09/15/2020 15","32.45","42.06","9459.0"
"09/15/2020 16","31.39","42.03","9389.0"
"09/15/2020 17","31.37","41.29","9456.0"
"09/15/2020 18","31.42","40.97","9459.0"
"09/15/2020 19","31.31","40.87","9310.0"
"09/15/2020 20","32.72","40.73","9289.0"
"09/15/2020 21","34.71","40.72","9387.0"
"09/15/2020 22","34.69","40.71","9220.0"
"09/15/2020 23","33.77","40.70","8937.0"
"09/15/2020 24","34.37","40.70","8656.0"
"09/16/2020 01","32.26","40.70","8455.0"
"09/16/2020 02","31.57","40.70","8350.0"
"09/16/2020 03","31.18","40.70","8269.0"
"09/16/2020 04","31.31","40.71","8245.0"
"09/16/2020 05","31.23","40.71","8297.0"
"09/16/2020 06","31.25","40.71","8449.0"
"09/16/2020 07","33.50","40.71","8804.0"
"09/16/2020 08","33.92","40.72","9158.0"
"09/16/2020 09","33.87","40.72","9305.0"
"09/16/2020 10","33.96","40.72","9373.0"
"09/16/2020 11","36.16","40.72","9384.0"
"09/16/2020 12","36.52","40.71","9419.0"
"09/16/2020 13","36.90","40.68","9436.0"
"09/16/2020 14","36.94","40.62","9409.0"
"09/16/2020 15","37.25","40.01","9441.0"
"09/16/2020 16","37.25","39.31","9479.0"
"09/16/2020 17","37.96","38.97","9555.0"
"09/16/2020 18","63.44","38.93","9490.0"
"09/16/2020 19","39.60","38.93","9337.0"
"09/16/2020 20","37.11","38.93","9309.0"
"09/16/2020 21","36.95","38.93","9396.0"
"09/16/2020 22","35.54","38.94","9225.0"
"09/16/2020 23","33.86","38.93","8899.0"
"09/16/2020 24","33.33","38.92","8589.0"
"09/17/2020 01","31.71","38.91","8373.0"
"09/17/2020 02","31.23","38.90","8243.0"
"09/17/2020 03","31.18","38.90","8207.0"
"09/17/2020 04","31.31","38.91","8191.0"
"09/17/2020 05","31.96","38.91","8243.0"
"09/17/2020 06","33.78","38.91","8372.0"
"09/17/2020 07","35.40","38.91","8783.0"
"09/17/2020 08","36.22","38.92","9046.0"
"09/17/2020 09","37.00","38.92","9234.0"
"09/17/2020 10","37.02","38.91","9288.0"
"09/17/2020 11","37.05","38.91","9347.0"
"09/17/2020 12","37.11","38.90","9377.0"
"09/17/2020 13","41.61","38.91","9416.0"
"09/17/2020 14","37.73","38.83","9367.0"
"09/17/2020 15","36.97","38.74","9425.0"
"09/17/2020 16","36.94","38.20","9446.0"
"09/17/2020 17","38.65","38.17","9519.0"
"09/17/2020 18","38.25","38.15","9531.0"
"09/17/2020 19","38.36","38.15","9360.0"
"09/17/2020 20","38.18","38.13","9315.0"
"09/17/2020 21","35.86","38.13","9411.0"
"09/17/2020 22","33.13","38.12","9190.0"
"09/17/2020 23","31.05","38.12","8884.0"
"09/17/2020 24","30.63","38.11","8608.0"
"09/18/2020 01","27.86","38.11","8454.0"
"09/18/2020 02","26.15","38.10","8307.0"
"09/18/2020 03","26.61","38.10","8242.0"
"09/18/2020 04","28.25","38.10","8228.0"
"09/18/2020 05","28.30","38.10","8283.0"
"09/18/2020 06","30.83","38.10","8447.0"
"09/18/2020 07","32.05","38.11","8796.0"
"09/18/2020 08","33.85","38.11","9131.0"
"09/18/2020 09","33.84","38.11","9251.0"
"09/18/2020 10","33.84","38.11","9378.0"
"09/18/2020 11","34.73","38.11","9458.0"
"09/18/2020 12","34.67","38.11","9496.0"
"09/18/2020 13","38.13","38.10","9523.0"
"09/18/2020 14","38.98","38.09","9539.0"
"09/18/2020 15","38.85","37.86","9545.0"
"09/18/2020 16","37.23","37.52","9496.0"
"09/18/2020 17","36.39","36.63","9469.0"
"09/18/2020 18","37.43","35.69","9399.0"
"09/18/2020 19","37.31","35.38","9222.0"
"09/18/2020 20","34.58","35.37","9178.0"
"09/18/2020 21","34.51","35.37","9251.0"
"09/18/2020 22","33.11","35.36","9060.0"
"09/18/2020 23","31.21","35.36","8812.0"
"09/18/2020 24","31.88","35.37","8535.0"
"09/19/2020 01","31.17","35.37","8353.0"
"09/19/2020 02","30.53","35.37","8228.0"
"09/19/2020 03","29.74","35.37","8192.0"
"09/19/2020 04","30.58","35.37","8168.0"
"09/19/2020 05","30.32","35.38","8160.0"
"09/19/2020 06","27.52","35.37","8189.0"
"09/19/2020 07","28.50","35.37","8346.0"
"09/19/2020 08","29.87","35.37","8507.0"
"09/19/2020 09","30.63","35.37","8702.0"
"09/19/2020 10","33.38","35.36","8878.0"
"09/19/2020 11","34.51","35.35","8985.0"
"09/19/2020 12","34.57","35.34","9033.0"
"09/19/2020 13","34.63","35.34","9091.0"
"09/19/2020 14","35.29","35.33","9106.0"
"09/19/2020 15","35.62","35.33","9084.0"
"09/19/2020 16","37.03","35.33","9105.0"
"09/19/2020 17","37.30","35.32","9206.0"
"09/19/2020 18","37.01","35.33","9233.0"
"09/19/2020 19","37.10","35.34","9166.0"
"09/19/2020 20","36.79","35.35","9142.0"
"09/19/2020 21","35.34","35.36","9143.0"
"09/19/2020 22","34.56","35.37","9021.0"
"09/19/2020 23","34.57","35.40","8784.0"
"09/19/2020 24","32.57","35.41","8534.0"
"09/20/2020 01","31.43","35.43","8366.0"
"09/20/2020 02","30.15","35.43","8260.0"
"09/20/2020 03","29.79","35.44","8179.0"
"09/20/2020 04","30.17","35.45","8137.0"
"09/20/2020 05","29.16","35.45","8144.0"
"09/20/2020 06","30.00","35.46","8202.0"
"09/20/2020 07","31.07","35.46","8287.0"
"09/20/2020 08","33.48","35.46","8401.0"
"09/20/2020 09","34.65","35.47","8621.0"
"09/20/2020 10","34.72","35.47","8795.0"
"09/20/2020 11","34.54","35.47","8979.0"
"09/20/2020 12","34.62","35.46","9154.0"
"09/20/2020 13","35.22","35.46","9179.0"
"09/20/2020 14","33.04","35.45","9183.0"
"09/20/2020 15","35.18","35.44","9173.0"
"09/20/2020 16","35.07","35.41","9228.0"
"09/20/2020 17","36.13","35.40","9332.0"
"09/20/2020 18","37.88","35.40","9452.0"
"09/20/2020 19","37.93","35.40","9341.0"
"09/20/2020 20","37.83","35.40","9295.0"
"09/20/2020 21","37.78","35.41","9340.0"
"09/20/2020 22","36.34","35.41","9146.0"
"09/20/2020 23","32.79","35.41","8839.0"
"09/20/2020 24","30.05","35.41","8529.0"
"09/21/2020 01","29.09","35.41","8324.0"
"09/21/2020 02","29.02","35.41","8191.0"
"09/21/2020 03","28.22","35.41","8109.0"
"09/21/2020 04","29.20","35.41","8102.0"
"09/21/2020 05","30.63","35.41","8150.0"
"09/21/2020 06","30.91","35.42","8286.0"
"09/21/2020 07","31.19","35.43","8616.0"
"09/21/2020 08","31.68","35.44","8877.0"
"09/21/2020 09","31.86","35.44","9053.0"
"09/21/2020 10","34.00","35.46","9209.0"
"09/21/2020 11","35.31","35.47","9322.0"
"09/21/2020 12","36.61","35.48","9502.0"
"09/21/2020 13","37.90","35.49","9578.0"
"09/21/2020 14","38.00","35.50","9548.0"
"09/21/2020 15","36.99","35.51","9507.0"
"09/21/2020 16","37.85","35.52","9530.0"
"09/21/2020 17","37.88","35.53","9608.0"
"09/21/2020 18","38.17","35.53","9571.0"
"09/21/2020 19","38.37","35.53","9411.0"
"09/21/2020 20","37.71","35.54","9349.0"
"09/21/2020 21","37.34","35.55","9342.0"
"09/21/2020 22","36.13","35.56","9120.0"
"09/21/2020 23","30.36","35.56","8811.0"
"09/21/2020 24","29.90","35.56","8525.0"
"09/22/2020 01","30.63","35.57","8299.0"
"09/22/2020 02","29.48","35.57","8208.0"
"09/22/2020 03","29.36","35.57","8128.0"
"09/22/2020 04","29.83","35.57","8116.0"
"09/22/2020 05","30.17","35.57","8088.0"
"09/22/2020 06","34.78","35.58","8225.0"
"09/22/2020 07","34.62","35.59","8587.0"
"09/22/2020 08","36.51","35.60","9026.0"
"09/22/2020 09","37.40","35.61","9219.0"
"09/22/2020 10","38.26","35.62","9342.0"
"09/22/2020 11","38.39","35.62","9380.0"
"09/22/2020 12","38.49","35.63","9442.0"
"09/22/2020 13","40.87","35.64","9487.0"
"09/22/2020 14","46.40","35.65","9490.0"
"09/22/2020 15","41.59","35.66","9473.0"
"09/22/2020 16","38.98","35.67","9544.0"
"09/22/2020 17","95.85","35.75","9536.0"
"09/22/2020 18","157.30","35.92","9492.0"
"09/22/2020 19","48.06","35.94","9276.0"
"09/22/2020 20","36.10","35.95","9294.0"
"09/22/2020 21","35.15","35.95","9335.0"
"09/22/2020 22","35.20","35.96","9140.0"
"09/22/2020 23","34.13","35.96","8849.0"
"09/22/2020 24","33.91","35.97","8556.0"
"09/23/2020 01","31.55","35.98","8361.0"
"09/23/2020 02","29.44","35.99","8256.0"
"09/23/2020 03","29.41","36.00","8178.0"
"09/23/2020 04","28.84","36.00","8104.0"
"09/23/2020 05","27.22","36.00","8140.0"
"09/23/2020 06","29.06","36.01","8309.0"
"09/23/2020 07","30.18","36.01","8687.0"
"09/23/2020 08","31.14","36.02","9013.0"
"09/23/2020 09","31.10","36.03","9154.0"
"09/23/2020 10","33.91","36.03","9256.0"
"09/23/2020 11","32.81","36.03","9301.0"
"09/23/2020 12","30.03","36.03","9422.0"
"09/23/2020 13","30.59","36.03","9507.0"
"09/23/2020 14","30.81","36.02","9547.0"
"09/23/2020 15","32.10","36.02","9555.0"
"09/23/2020 16","33.56","36.02","9526.0"
"09/23/2020 17","33.26","36.01","9566.0"
"09/23/2020 18","34.06","36.01","9529.0"
"09/23/2020 19","33.81","36.01","9356.0"
"09/23/2020 20","35.23","36.01","9445.0"
"09/23/2020 21","35.26","36.02","9445.0"
"09/23/2020 22","34.11","36.03","9198.0"
"09/23/2020 23","30.40","36.04","8862.0"
"09/23/2020 24","30.05","36.05","8541.0"
"09/24/2020 01","29.35","36.06","8370.0"
"09/24/2020 02","29.53","36.07","8261.0"
"09/24/2020 03","29.57","36.07","8192.0"
"09/24/2020 04","26.00","36.08","8185.0"
"09/24/2020 05","24.63","36.08","8241.0"
"09/24/2020 06","27.98","36.09","8366.0"
"09/24/2020 07","31.02","36.09","8706.0"
"09/24/2020 08","32.15","36.10","9050.0"
"09/24/2020 09","33.19","36.11","9196.0"
"09/24/2020 10","33.26","36.11","9322.0"
"09/24/2020 11","35.82","36.11","9487.0"
"09/24/2020 12","36.36","36.11","9583.0"
"09/24/2020 13","36.38","36.11","9572.0"
"09/24/2020 14","37.66","36.11","9566.0"
"09/24/2020 15","37.44","36.11","9513.0"
"09/24/2020 16","33.99","36.10","9525.0"
"09/24/2020 17","34.02","36.08","9564.0"
"09/24/2020 18","32.86","36.07","9535.0"
"09/24/2020 19","33.74","36.07","9365.0"
"09/24/2020 20","30.98","36.06","9361.0"
"09/24/2020 21","31.93","36.06","9361.0"
"09/24/2020 22","28.17","36.05","9118.0"
"09/24/2020 23","28.88","36.05","8787.0"
"09/24/2020 24","25.70","36.04","8489.0"
"09/25/2020 01","24.99","36.04","8287.0"
"09/25/2020 02","25.30","36.04","8217.0"
"09/25/2020 03","25.65","36.05","8179.0"
"09/25/2020 04","27.86","36.05","8187.0"
"09/25/2020 05","27.45","36.06","8220.0"
"09/25/2020 06","29.92","36.08","8365.0"
"09/25/2020 07","31.00","36.08","8751.0"
"09/25/2020 08","33.45","36.09","9143.0"
"09/25/2020 09","34.00","36.10","9287.0"
"09/25/2020 10","33.96","36.10","9349.0"
"09/25/2020 11","34.51","36.10","9474.0"
"09/25/2020 12","33.28","36.10","9574.0"
"09/25/2020 13","33.37","36.09","9560.0"
"09/25/2020 14","33.82","36.08","9566.0"
"09/25/2020 15","33.35","36.08","9521.0"
"09/25/2020 16","33.30","36.05","9481.0"
"09/25/2020 17","33.39","36.02","9454.0"
"09/25/2020 18","33.27","35.91","9442.0"
"09/25/2020 19","33.28","35.87","9319.0"
"09/25/2020 20","35.06","35.86","9340.0"
"09/25/2020 21","36.28","35.86","9343.0"
"09/25/2020 22","36.06","35.86","9181.0"
"09/25/2020 23","34.10","35.86","8889.0"
"09/25/2020 24","31.85","35.86","8587.0"
"09/26/2020 01","30.15","35.86","8367.0"
"09/26/2020 02","26.55","35.86","8178.0"
"09/26/2020 03","24.70","35.85","8102.0"
"09/26/2020 04","22.53","35.84","8074.0"
"09/26/2020 05","21.92","35.83","8103.0"
"09/26/2020 06","23.73","35.82","8184.0"
"09/26/2020 07","24.17","35.81","8344.0"
"09/26/2020 08","27.64","35.81","8543.0"
"09/26/2020 09","30.47","35.80","8664.0"
"09/26/2020 10","33.23","35.80","8827.0"
"09/26/2020 11","35.75","35.80","8942.0"
"09/26/2020 12","33.39","35.80","9005.0"
"09/26/2020 13","33.97","35.80","9004.0"
"09/26/2020 14","31.31","35.78","8985.0"
"09/26/2020 15","29.91","35.73","8988.0"
"09/26/2020 16","29.89","35.52","8963.0"
"09/26/2020 17","29.93","35.46","9013.0"
"09/26/2020 18","33.01","35.31","9009.0"
"09/26/2020 19","30.47","35.30","8849.0"
"09/26/2020 20","29.96","35.29","8885.0"
"09/26/2020 21","30.45","35.28","8942.0"
"09/26/2020 22","30.04","35.27","8786.0"
"09/26/2020 23","29.61","35.27","8550.0"
"09/26/2020 24","28.58","35.26","8318.0"
"09/27/2020 01","27.14","35.25","8138.0"
"09/27/2020 02","24.87","35.25","8040.0"
"09/27/2020 03","24.84","35.24","8013.0"
"09/27/2020 04","25.75","35.23","8010.0"
"09/27/2020 05","28.61","35.23","8029.0"
"09/27/2020 06","29.89","35.23","8072.0"
"09/27/2020 07","30.45","35.24","8100.0"
"09/27/2020 08","30.49","35.24","8212.0"
"09/27/2020 09","33.27","35.23","8390.0"
"09/27/2020 10","35.97","35.24","8576.0"
"09/27/2020 11","36.29","35.24","8704.0"
"09/27/2020 12","38.17","35.24","8817.0"
"09/27/2020 13","36.20","35.24","8862.0"
"09/27/2020 14","33.91","35.24","8845.0"
"09/27/2020 15","32.04","35.24","8855.0"
"09/27/2020 16","36.18","35.24","8907.0"
"09/27/2020 17","36.52","35.23","9032.0"
"09/27/2020 18","38.68","35.24","9114.0"
"09/27/2020 19","38.69","35.24","9039.0"
"09/27/2020 20","39.35","35.25","9126.0"
"09/27/2020 21","40.06","35.26","9174.0"
"09/27/2020 22","38.83","35.27","8985.0"
"09/27/2020 23","37.73","35.28","8726.0"
"09/27/2020 24","37.16","35.29","8434.0"
"09/28/2020 01","32.25","35.30","8212.0"
"09/28/2020 02","30.55","35.31","8129.0"
"09/28/2020 03","30.47","35.32","8105.0"
"09/28/2020 04","30.27","35.34","8129.0"
"09/28/2020 05","29.64","35.34","8143.0"
"09/28/2020 06","29.35","35.35","8269.0"
"09/28/2020 07","30.87","35.36","8667.0"
"09/28/2020 08","33.20","35.39","9143.0"
"09/28/2020 09","33.33","35.42","9335.0"
"09/28/2020 10","35.27","35.43","9453.0"
"09/28/2020 11","38.72","35.45","9486.0"
"09/28/2020 12","38.66","35.48","9495.0"
"09/28/2020 13","38.59","35.50","9504.0"
"09/28/2020 14","37.97","35.52","9482.0"
"09/28/2020 15","36.00","35.53","9440.0"
"09/28/2020 16","33.66","35.54","9469.0"
"09/28/2020 17","36.43","35.55","9510.0"
"09/28/2020 18","31.43","35.54","9498.0"
"09/28/2020 19","31.91","35.54","9346.0"
"09/28/2020 20","30.14","35.54","9474.0"
"09/28/2020 21","33.13","35.54","9387.0"
"09/28/2020 22","30.99","35.54","9193.0"
"09/28/2020 23","29.37","35.54","8875.0"
"09/28/2020 24","25.86","35.54","8592.0"
"09/29/2020 01","23.83","35.55","8362.0"
"09/29/2020 02","20.32","35.54","8215.0"
"09/29/2020 03","26.92","35.55","8146.0"
"09/29/2020 04","23.29","35.55","8110.0"
"09/29/2020 05","24.57","35.56","8156.0"
"09/29/2020 06","27.85","35.60","8247.0"
"09/29/2020 07","29.92","35.63","8559.0"
"09/29/2020 08","29.99","35.65","8969.0"
"09/29/2020 09","30.38","35.66","9111.0"
"09/29/2020 10","35.31","35.67","9199.0"
"09/29/2020 11","36.35","35.68","9309.0"
"09/29/2020 12","36.29","35.69","9378.0"
"09/29/2020 13","35.05","35.69","9428.0"
"09/29/2020 14","32.96","35.69","9467.0"
"09/29/2020 15","29.88","35.69","9455.0"
"09/29/2020 16","30.00","35.69","9428.0"
"09/29/2020 17","30.27","35.69","9476.0"
"09/29/2020 18","30.59","35.69","9480.0"
"09/29/2020 19","32.13","35.69","9321.0"
"09/29/2020 20","37.02","35.70","9386.0"
"09/29/2020 21","38.03","35.72","9366.0"
"09/29/2020 22","36.24","35.73","9157.0"
"09/29/2020 23","34.73","35.74","8846.0"
"09/29/2020 24","35.89","35.76","8553.0"
"09/30/2020 01","30.65","35.78","8353.0"
"09/30/2020 02","29.94","35.80","8236.0"
"09/30/2020 03","29.92","35.81","8209.0"
"09/30/2020 04","29.91","35.83","8180.0"
"09/30/2020 05","29.78","35.85","8214.0"
"09/30/2020 06","29.85","35.85","8339.0"
"09/30/2020 07","35.46","35.86","8691.0"
"09/30/2020 08","38.13","35.87","9178.0"
"09/30/2020 09","38.08","35.87","9330.0"
"09/30/2020 10","38.71","35.88","9380.0"
"09/30/2020 11","38.58","35.88","9444.0"
"09/30/2020 12","38.67","35.88","9481.0"
"09/30/2020 13","38.07","35.88","9484.0"
"09/30/2020 14","38.04","35.88","9481.0"
"09/30/2020 15","37.97","35.88","9447.0"
"09/30/2020 16","38.04","35.88","9458.0"
"09/30/2020 17","38.22","35.89","9462.0"
"09/30/2020 18","38.20","35.90","9458.0"
"09/30/2020 19","38.14","35.91","9301.0"
"09/30/2020 20","38.14","35.93","9383.0"
"09/30/2020 21","42.71","35.95","9419.0"
"09/30/2020 22","38.03","35.97","9195.0"
"09/30/2020 23","35.66","36.00","8849.0"
"09/30/2020 24","32.94","36.05","8524.0"

